Liqueur de myrte  et  vin de myrthe;https://www.marmiton.org/recettes/recette_liqueur-de-myrte-et-vin-de-myrthe_32584.aspx
Nuage de café;https://www.marmiton.org/recettes/recette_nuage-de-cafe_28795.aspx
Liqueur de cerise;https://www.marmiton.org/recettes/recette_liqueur-de-cerise_214911.aspx
Café aux épices;https://www.marmiton.org/recettes/recette_cafe-aux-epices_58943.aspx
Liqueur 44 (orange café);https://www.marmiton.org/recettes/recette_liqueur-44-orange-cafe_25636.aspx
Café blanc;https://www.marmiton.org/recettes/recette_cafe-blanc_39999.aspx
Liqueur de Génépi;https://www.marmiton.org/recettes/recette_liqueur-de-genepi_47403.aspx
Infusion curcuma citron;https://www.marmiton.org/recettes/recette_infusion-curcuma-citron_392571.aspx
Vin de pêche;https://www.marmiton.org/recettes/recette_vin-de-peche_13311.aspx
Café latte frappé;https://www.marmiton.org/recettes/recette_cafe-latte-frappe_49234.aspx
Smoothie kiwi - banane;https://www.marmiton.org/recettes/recette_smoothie-kiwi-banane_85812.aspx
Smoothie detox;https://www.marmiton.org/recettes/recette_smoothie-detox_383876.aspx
Smoothie pomme-miel;https://www.marmiton.org/recettes/recette_smoothie-pomme-miel_165615.aspx
Ciocolatta  / chocolat chaud épais (Italie);https://www.marmiton.org/recettes/recette_ciocolatta-chocolat-chaud-epais-italie_17482.aspx
Vin d'épine;https://www.marmiton.org/recettes/recette_vin-d-epine_22539.aspx
Bailey's coffee;https://www.marmiton.org/recettes/recette_bailey-s-coffee_55664.aspx
Chocolat chaud créole (par une cuisinière martiniquaise);https://www.marmiton.org/recettes/recette_chocolat-chaud-creole-par-une-cuisiniere-martiniquaise_14128.aspx
Chocolat chaud au chocolat en poudre;https://www.marmiton.org/recettes/recette_chocolat-chaud-au-chocolat-en-poudre_27658.aspx
Vin de feuilles de pêcher ou de cerisier;https://www.marmiton.org/recettes/recette_vin-de-feuilles-de-pecher-ou-de-cerisier_19423.aspx
Smoothie aux Framboises;https://www.marmiton.org/recettes/recette_smoothie-aux-framboises_354900.aspx
Smoothie ananas, banane, coco;https://www.marmiton.org/recettes/recette_smoothie-ananas-banane-coco_315408.aspx
Liqueur de framboises;https://www.marmiton.org/recettes/recette_liqueur-de-framboises_39300.aspx
Ice coffee;https://www.marmiton.org/recettes/recette_ice-coffee_62930.aspx
Liqueur de prunelles;https://www.marmiton.org/recettes/recette_liqueur-de-prunelles_62595.aspx
Liqueur de cassis;https://www.marmiton.org/recettes/recette_liqueur-de-cassis_16762.aspx
Karkadé (Egypte);https://www.marmiton.org/recettes/recette_karkade-egypte_14389.aspx
